guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
3078,0.0197523745181739,0.8712237547954977,0.1652623546093171,0.4110925546462182,Family,Mid-range,2,Sunny,39,Sports Event,16,1,4.6,75,0.563535000680548,0.9507952704048752,26,Food Experience,10.0
3079,0.2320386818098346,0.9808668367367483,0.8216193448478127,0.9245517492459244,Business,Mid-range,5,Rainy,62,Cultural Fair,91,1,4.7,40,0.7348180071858932,0.2175683641317489,51,Food Experience,36.0
3080,0.4563504064327272,0.9741636470265284,0.2457141588585576,0.3173550486574965,Family,Mid-range,8,Rainy,8,Music Festival,12,1,4.2,80,0.9244662401020904,0.797414437608527,24,Cultural Museum Visit,35.0
3081,0.1820164848178525,0.1868021353523676,0.2350490053172504,0.5848527316824907,Business,Mid-range,2,Sunny,54,Sports Event,11,1,4.8,29,0.897521326056843,0.2343552704494368,35,Food Experience,32.0
3082,0.1409737963455849,0.244924032223161,0.466724207463946,0.0295144315667198,Solo,Budget,5,Rainy,87,Music Festival,66,0,4.4,84,0.9979431723906228,0.3661644750709711,21,Indoor Wellness Retreat,19.0
3083,0.4221211415546664,0.3948636156614239,0.6787630098712255,0.1345938279609575,Solo,Mid-range,12,Sunny,9,Food Carnival,68,1,4.9,47,0.4846217650320544,0.057415955162098,56,City Tour,18.0
3084,0.1099321643044107,0.0263421335243647,0.5025322395115863,0.4402789584775605,Solo,Luxury,2,Sunny,54,Wellness Expo,54,0,3.8,49,0.2587948252243335,0.1217646970356085,10,City Tour,12.0
3085,0.8146122591632404,0.4771793943537612,0.2982151653735102,0.2349649283059658,Business,Luxury,7,Rainy,76,Food Carnival,33,0,3.6,71,0.3878924007522087,0.6285739992934847,39,Spa Package,26.0
3086,0.6943431267222356,0.4302662260767594,0.014399707103163,0.492719813625588,Family,Luxury,3,Snowy,75,Food Carnival,86,0,4.6,25,0.0534587468013787,0.0714066386525429,14,Adventure Trek,17.0
3087,0.6626633455242703,0.5062953904160036,0.449384591286077,0.5677351314549614,Business,Budget,14,Cloudy,15,Food Carnival,5,0,3.9,28,0.1743528654930857,0.8384854498834912,77,City Tour,21.0
3088,0.8168097921757028,0.6162624008557062,0.5417158739702141,0.9595805694781672,Business,Mid-range,3,Snowy,60,Sports Event,63,1,4.7,53,0.2658219571386485,0.9960028158616124,63,Indoor Wellness Retreat,34.0
3089,0.4137112181929577,0.1808684759373248,0.3992039547525984,0.5559425151788382,Solo,Budget,10,Cloudy,26,Sports Event,62,0,4.7,86,0.6886035267081291,0.5208161770811338,94,City Tour,14.0
3090,0.4370862033740894,0.9320139982631476,0.0180213798048244,0.7997854032034716,Business,Budget,4,Rainy,32,Cultural Fair,96,0,3.7,34,0.9841974783676678,0.0461019827941702,43,Spa Package,30.0
3091,0.2621485676915274,0.247805042349949,0.4608919254448413,0.876674395174011,Family,Budget,10,Snowy,93,Cultural Fair,63,0,4.4,28,0.4832752640638894,0.2936961426500163,6,Cultural Museum Visit,12.0
3092,0.6833031890053295,0.7095416566729864,0.1887607377389309,0.4599137679919245,Couple,Mid-range,8,Cloudy,98,Music Festival,64,1,3.8,97,0.9024448549882924,0.1009522741922697,42,City Tour,16.0
3093,0.4347564523990775,0.4107532722624742,0.9783079892106809,0.2151864992755888,Couple,Luxury,7,Sunny,32,Wellness Expo,36,0,4.9,39,0.9482873078643104,0.8051081248087658,13,Spa Package,18.0
3094,0.9232714670448208,0.2907106346514566,0.3227632137588356,0.4840983603078413,Couple,Mid-range,7,Rainy,13,Food Carnival,68,1,4.5,78,0.0287367109835561,0.728091670097716,88,Indoor Wellness Retreat,16.0
3095,0.4032000124252018,0.8794056150977652,0.2949941482450678,0.9123982753852536,Business,Mid-range,7,Snowy,98,Wellness Expo,8,1,4.3,30,0.316300038226447,0.6796048039184103,19,Food Experience,39.0
3096,0.2093387454061783,0.3631515838095978,0.1921014351835264,0.1989506883603412,Couple,Mid-range,2,Sunny,49,Wellness Expo,23,0,4.3,91,0.2213606834170634,0.0314337805074741,61,Indoor Wellness Retreat,33.0
3097,0.9231856842639016,0.5077346680828618,0.0144314720803095,0.9282372468661078,Couple,Budget,5,Snowy,73,Wellness Expo,86,0,3.8,83,0.0567616369162378,0.6619763129893009,85,Cultural Museum Visit,34.0
3098,0.9342705863429828,0.4351728366371844,0.9544119592668056,0.3618266364836969,Couple,Luxury,1,Cloudy,92,Food Carnival,69,1,3.9,58,0.0463096254796928,0.154046674940798,33,Indoor Wellness Retreat,38.0
3099,0.8928171242842846,0.5883578127744306,0.7799050808137795,0.3320890495394206,Family,Luxury,1,Rainy,18,Wellness Expo,30,0,3.7,54,0.7370871353503412,0.9615253843536032,2,Adventure Trek,16.0
3100,0.1322130315358399,0.4764554938815838,0.3808749643884943,0.7749898487697133,Business,Mid-range,10,Cloudy,24,Wellness Expo,6,1,4.6,82,0.0208813799147297,0.1569509456168544,92,Spa Package,29.0
3101,0.9200267803590372,0.3770679788370742,0.6582205418172168,0.8848986251936045,Solo,Luxury,1,Rainy,13,Music Festival,34,0,4.4,53,0.2850459447494613,0.2801745926515816,57,Adventure Trek,30.0
3102,0.9028932117781628,0.2096421049764892,0.4872538447839203,0.0690011580438189,Business,Mid-range,5,Rainy,66,Music Festival,53,1,4.9,31,0.1301897790549048,0.8341685233051008,17,Cultural Museum Visit,29.0
3103,0.9313686031899184,0.5068963833336305,0.5629272024303098,0.6420650443615015,Couple,Budget,7,Sunny,44,Cultural Fair,83,1,5.0,72,0.328288157031657,0.5948541522339921,68,Cultural Museum Visit,25.0
3104,0.7529696159888359,0.081992656272906,0.266199821943888,0.3234025732727165,Couple,Budget,2,Cloudy,53,Cultural Fair,51,0,4.6,34,0.8905150668826259,0.4685109805419745,20,Cultural Museum Visit,26.0
3105,0.4709356243631747,0.1187349471496379,0.3783168792500657,0.2466073812031303,Family,Budget,14,Snowy,18,Food Carnival,35,1,3.8,62,0.858007384298519,0.8332471458223886,81,Spa Package,22.0
3106,0.1903161096596826,0.2443152114718617,0.6802437486783924,0.4109411010451307,Solo,Mid-range,2,Sunny,5,Music Festival,23,0,3.5,77,0.7019301972347993,0.2105350418354139,29,Adventure Trek,21.0
3107,0.084032437586355,0.4412562850008938,0.8834454247190354,0.3327989174438615,Business,Mid-range,7,Snowy,77,Music Festival,8,0,4.6,23,0.2203534089765559,0.1026145107625073,14,Cultural Museum Visit,26.0
3108,0.8532691284012707,0.4843053210132922,0.8614094922948041,0.1138066312371004,Business,Budget,1,Snowy,45,Cultural Fair,94,1,4.0,55,0.1088630158676932,0.3055467072770356,5,Spa Package,21.0
3109,0.5623320199252849,0.6305611214983171,0.5603427570558007,0.1382120874427783,Business,Mid-range,8,Snowy,89,Wellness Expo,27,1,4.2,73,0.5143682252523523,0.6845971092005322,70,Adventure Trek,23.0
3110,0.1074201502262576,0.4624458840112593,0.9028109611300736,0.2238695576323301,Family,Luxury,7,Rainy,33,Sports Event,33,1,4.4,9,0.8254462582987361,0.7019166529466242,52,Spa Package,36.0
3111,0.7775267714555639,0.6091214612228707,0.0166038106236493,0.0923851180482452,Solo,Luxury,13,Rainy,72,Music Festival,73,1,4.3,90,0.2181479157253955,0.4685057891864517,59,Indoor Wellness Retreat,15.0
3112,0.4026619767110564,0.0945576803847942,0.8003374760793628,0.6619573241889741,Couple,Luxury,14,Rainy,27,Cultural Fair,11,0,3.8,91,0.6187774036738303,0.8319202635080616,6,City Tour,35.0
3113,0.6274247996666368,0.7417686824507237,0.2297188281648772,0.2060526675003798,Couple,Budget,3,Snowy,6,Wellness Expo,11,0,4.3,22,0.8131120519225014,0.5252305208748063,34,Spa Package,24.0
3114,0.0673067571130144,0.4020525929726322,0.3111219941281181,0.6031067040384476,Family,Luxury,2,Rainy,69,Cultural Fair,68,1,3.7,65,0.2128690441435345,0.1661036660613877,90,Adventure Trek,23.0
3115,0.1892917258964944,0.8528340930764003,0.5726729215412156,0.4219335540266894,Couple,Mid-range,9,Cloudy,29,Cultural Fair,89,1,4.0,11,0.1685941638681951,0.976059474216304,26,City Tour,28.0
3116,0.4116100933349534,0.94561014259916,0.3453842582652756,0.4807905632798298,Couple,Luxury,14,Snowy,62,Cultural Fair,12,1,4.6,27,0.2262456128117246,0.4674178950325927,69,Food Experience,13.0
3117,0.9129088973405588,0.0547820256624705,0.5073228444987179,0.1321754407284655,Couple,Mid-range,4,Sunny,31,Food Carnival,15,0,4.4,15,0.698337682487892,0.9594779310632,93,Adventure Trek,23.0
3118,0.6177358530973373,0.6398017641940641,0.578851004339141,0.6993325968201528,Solo,Luxury,7,Snowy,66,Sports Event,9,0,4.2,55,0.3132435167284377,0.0811940383452598,32,Adventure Trek,19.0
3119,0.0876240048340971,0.1431038639680046,0.571330118381179,0.7066894151751052,Business,Budget,9,Rainy,37,Wellness Expo,97,1,4.4,98,0.4006790387516776,0.6733799176997812,98,Adventure Trek,37.0
3120,0.3649038072560929,0.0139840589957594,0.1931520739834235,0.1513850530001658,Family,Mid-range,9,Snowy,62,Music Festival,42,0,3.6,85,0.9802169010881592,0.2445156595624492,32,City Tour,12.0
3121,0.5050335079472059,0.2437506732069022,0.4411942377497693,0.5013306717554594,Business,Budget,13,Rainy,4,Cultural Fair,44,0,4.8,12,0.4962594607066285,0.3382209706961707,63,Cultural Museum Visit,29.0
3122,0.3395422775581261,0.1137272150052859,0.0461871744321015,0.9147291804335596,Couple,Budget,8,Rainy,65,Sports Event,70,1,3.6,94,0.51056935830836,0.0089590259940596,97,City Tour,39.0
3123,0.5646448011986559,0.4522074157125149,0.6024633660850925,0.8709817489399837,Family,Budget,7,Snowy,48,Cultural Fair,21,0,4.0,65,0.1307930501495684,0.6410461603343199,48,Cultural Museum Visit,16.0
3124,0.6608898966713114,0.4698804353748672,0.2957446599549488,0.684316277045065,Business,Luxury,10,Sunny,1,Sports Event,14,1,4.1,35,0.2716212234743422,0.0174176886144384,25,Adventure Trek,24.0
3125,0.5583499578480343,0.3886917959628073,0.1768923375474184,0.9295666785681784,Business,Budget,12,Snowy,98,Food Carnival,61,0,3.6,49,0.0129606904354806,0.5410605812283559,68,Cultural Museum Visit,39.0
3126,0.161132747754096,0.2041410006844298,0.7426271805292343,0.468482342027263,Family,Mid-range,13,Rainy,12,Sports Event,28,0,4.1,39,0.8715148732456449,0.9219716518249436,31,City Tour,31.0
3127,0.5829143112235623,0.1327422631292423,0.7844445802432798,0.9563151330667724,Family,Budget,11,Snowy,73,Wellness Expo,29,1,5.0,23,0.4741188794665182,0.572929899936679,7,Food Experience,18.0
3128,0.0396522712813226,0.026218529301301,0.149517807414569,0.7946930836524383,Couple,Mid-range,6,Cloudy,83,Sports Event,73,1,5.0,61,0.4472996029076794,0.7443678581921728,94,Spa Package,24.0
3129,0.7868005212439138,0.4486380590035498,0.9613475009286194,0.1127371658007487,Business,Luxury,14,Cloudy,87,Music Festival,31,1,3.6,69,0.1396485723303047,0.4967804698590545,39,Cultural Museum Visit,25.0
3130,0.4359096244865879,0.3554056472247957,0.2702573373756812,0.4413090495950379,Couple,Luxury,2,Sunny,39,Wellness Expo,37,0,4.8,7,0.7698872997054601,0.1370073834337197,81,Spa Package,36.0
3131,0.2518818035877218,0.7307110863360713,0.1590400764166933,0.475443170466803,Solo,Mid-range,11,Cloudy,2,Wellness Expo,22,1,3.8,57,0.8457411465583787,0.4389603926936738,91,Adventure Trek,33.0
3132,0.1685062182901602,0.4964274057456794,0.1981861038109557,0.2317881240572703,Solo,Mid-range,12,Snowy,14,Music Festival,83,0,4.3,47,0.5019297282744531,0.6703625339140517,2,Cultural Museum Visit,39.0
3133,0.8545187472792105,0.4198661200757297,0.0873332833510203,0.3239048092662516,Business,Budget,2,Cloudy,13,Wellness Expo,44,0,4.0,98,0.915876824839282,0.2461747887588025,9,Food Experience,24.0
3134,0.3506667757331413,0.7813237803351368,0.6343929408066322,0.7457786022493016,Couple,Luxury,12,Cloudy,34,Wellness Expo,32,0,4.3,49,0.6234702047281101,0.9593671334984134,71,Spa Package,31.0
3135,0.3764001701290099,0.5958443565571936,0.1674989653168352,0.1627771026888298,Business,Mid-range,7,Snowy,49,Cultural Fair,21,0,4.6,38,0.1719878194441194,0.489019121670819,66,City Tour,13.0
3136,0.9276813858909516,0.1830385210918298,0.0643646287128625,0.0169513638739621,Business,Budget,9,Snowy,91,Cultural Fair,74,1,3.8,88,0.6933778928425625,0.9668927181957968,19,Spa Package,28.0
3137,0.3117204972121029,0.6121659632178437,0.837302648189909,0.9198085188667388,Solo,Luxury,4,Sunny,75,Food Carnival,91,0,4.3,44,0.7037038133168718,0.9716138722767736,87,Indoor Wellness Retreat,36.0
3138,0.7965164752279624,0.8258202922666816,0.3771625472208498,0.4134328295794989,Solo,Mid-range,11,Sunny,11,Sports Event,17,1,3.8,48,0.4064398143965745,0.1297878074919325,60,Food Experience,13.0
3139,0.491022122656457,0.5450677433495418,0.2799507567113978,0.0774413765285887,Couple,Luxury,3,Cloudy,21,Sports Event,69,1,3.6,31,0.5711152909773188,0.3261630984998863,10,Adventure Trek,18.0
3140,0.1609160376484079,0.7902910335942162,0.4374009217388627,0.0021232883777889,Family,Luxury,12,Snowy,68,Music Festival,81,0,4.2,41,0.0963298023036348,0.8905925726232877,22,Food Experience,22.0
3141,0.746421448902316,0.4898509718563084,0.6822364816947106,0.8838145009461957,Couple,Budget,7,Cloudy,49,Cultural Fair,0,0,4.8,94,0.1730577204954765,0.954137795675318,58,City Tour,35.0
3142,0.7074465699622586,0.5693811984519497,0.521737505625731,0.4164678417363709,Solo,Budget,8,Snowy,44,Food Carnival,5,0,3.7,26,0.7539341066670895,0.4105708671720787,4,Adventure Trek,34.0
3143,0.6804406293324162,0.255967133542592,0.3705569759863897,0.143529650893212,Business,Luxury,11,Rainy,8,Cultural Fair,49,1,4.0,91,0.7150650327297001,0.7180307389464454,95,City Tour,27.0
3144,0.3263218776251474,0.5835546170468089,0.4406018105222582,0.1208480568392538,Solo,Luxury,9,Cloudy,80,Sports Event,51,0,4.1,94,0.3613925593313187,0.4137940090674989,80,City Tour,24.0
3145,0.7177285093257213,0.0967163782496778,0.2575060849481131,0.2605359008875014,Family,Mid-range,12,Sunny,83,Food Carnival,13,1,4.4,47,0.1236417845437488,0.0310434731631092,48,City Tour,38.0
3146,0.9363061295737304,0.5145246803691583,0.7331002441895409,0.7202616757689801,Couple,Luxury,9,Sunny,26,Sports Event,79,1,4.5,71,0.092576085968223,0.8854795657271631,26,City Tour,20.0
3147,0.0317005161387133,0.5003349255703335,0.4282901667797161,0.2661724340776397,Solo,Mid-range,9,Sunny,54,Sports Event,79,1,4.6,90,0.8947331979510792,0.1032452966165052,90,Indoor Wellness Retreat,26.0
3148,0.560212395239019,0.8095988582637338,0.2917942090902058,0.3309523262134846,Couple,Mid-range,5,Snowy,2,Wellness Expo,53,0,3.5,72,0.5534687913983977,0.9654172378679816,15,Indoor Wellness Retreat,23.0
3149,0.8958361582415256,0.3071779185661555,0.2537235215353367,0.0836617774959206,Solo,Luxury,4,Cloudy,53,Sports Event,33,0,4.2,14,0.8452939159862646,0.3594940848042083,45,City Tour,27.0
3150,0.9953403947579824,0.5398830793034165,0.0461304479977454,0.7736355267183556,Family,Budget,2,Rainy,40,Cultural Fair,9,1,4.9,34,0.471574560163134,0.4517369999442512,37,City Tour,35.0
3151,0.1671320783237183,0.8772334404852581,0.7662972708745855,0.4341798009860216,Solo,Mid-range,12,Rainy,89,Cultural Fair,87,1,3.5,89,0.3354025071158504,0.2325121096501443,86,Adventure Trek,36.0
3152,0.0099226846792755,0.6247166437317111,0.0535704918125701,0.1164373271971025,Business,Mid-range,14,Rainy,18,Cultural Fair,31,1,4.3,18,0.5307938161600029,0.7109327073621895,48,Food Experience,28.0
3153,0.9566656019513328,0.6092510585805181,0.6901887634817457,0.9142389421578512,Couple,Budget,14,Sunny,87,Wellness Expo,7,0,4.6,49,0.7363634387021512,0.5082534750158558,4,Spa Package,34.0
3154,0.5725785251705793,0.8853984356961907,0.853149252042033,0.0856814524567632,Solo,Luxury,12,Snowy,10,Wellness Expo,33,0,4.2,9,0.1348117704563058,0.3235459331606943,58,Adventure Trek,17.0
3155,0.2792386243740635,0.4859279338181898,0.974937039864605,0.2969596933263084,Couple,Luxury,13,Snowy,57,Wellness Expo,12,0,3.8,49,0.641030220160506,0.5756554235582618,98,Adventure Trek,28.0
3156,0.5274691101990111,0.2161017248333775,0.0719438080970203,0.0892934437732706,Business,Luxury,3,Sunny,98,Music Festival,29,0,4.3,48,0.2269749961535889,0.4682753103543638,52,City Tour,22.0
3157,0.6018547107092868,0.0951912922795936,0.6203886757165159,0.8203127362847034,Couple,Luxury,11,Cloudy,16,Cultural Fair,15,0,4.8,7,0.3140726296710346,0.8096362390029199,51,Indoor Wellness Retreat,21.0
3158,0.3808463108819658,0.4688872077030646,0.7401991024758404,0.7825406206620066,Family,Luxury,4,Cloudy,57,Food Carnival,76,0,4.1,91,0.0903391662263166,0.7024928970035357,62,Spa Package,24.0
3159,0.5311109161183821,0.7292753888821568,0.4218909939648353,0.5349906655882685,Family,Budget,7,Snowy,23,Food Carnival,12,0,3.9,30,0.0051152460458762,0.1617002230260266,67,City Tour,38.0
3160,0.7880391052305142,0.9591546230047756,0.5959247037271871,0.4126824356382078,Business,Mid-range,6,Sunny,4,Food Carnival,22,0,3.6,74,0.7481705700357312,0.9836228850760564,63,Cultural Museum Visit,29.0
3161,0.8540290482656144,0.9281302010672572,0.5262310643691206,0.3161485404700819,Business,Mid-range,5,Sunny,66,Sports Event,82,1,4.9,91,0.7577717303145609,0.8042262055736049,37,Adventure Trek,32.0
3162,0.8797800741472701,0.6022780737570683,0.2229860019327776,0.141742801448349,Business,Budget,2,Cloudy,21,Food Carnival,90,0,4.9,74,0.5399229694612456,0.0009588655990591,78,City Tour,16.0
3163,0.4226492792806439,0.4664222510280329,0.2982120892383069,0.4829377429747531,Couple,Mid-range,10,Sunny,62,Food Carnival,94,0,3.6,37,0.2550258729061536,0.0582899522718669,84,Cultural Museum Visit,17.0
3164,0.5822940099265694,0.3491830716224733,0.3997323528113544,0.6311830907351748,Solo,Luxury,11,Snowy,70,Wellness Expo,63,1,3.9,31,0.2539099342245158,0.4728529457967942,26,Adventure Trek,21.0
3165,0.8697869109963153,0.6041924891930258,0.5052619697800584,0.0436861608737878,Couple,Mid-range,9,Sunny,80,Sports Event,68,1,4.0,75,0.8669756777751219,0.8133021716268323,72,Food Experience,32.0
3166,0.0319762411093185,0.7335917440064724,0.3403044447060606,0.4463557570754684,Business,Luxury,2,Rainy,26,Cultural Fair,56,1,4.9,21,0.8325712362548804,0.7162706010529387,96,Adventure Trek,23.0
3167,0.9745429961667676,0.9824915427706412,0.623576047972726,0.0466438913667199,Family,Budget,9,Snowy,14,Cultural Fair,51,0,5.0,27,0.2523465992398452,0.5557893765283853,83,Indoor Wellness Retreat,17.0
3168,0.5572459964117839,0.9216062136389656,0.4662206316676119,0.5969789557898597,Couple,Mid-range,9,Cloudy,15,Food Carnival,49,1,4.3,85,0.40061220162753,0.9697170401015284,26,Indoor Wellness Retreat,28.0
3169,0.0712185652648887,0.6038583113955568,0.5984799153588747,0.4921690078977533,Business,Luxury,13,Sunny,30,Sports Event,15,1,3.9,10,0.9895966973445744,0.7242795099664467,84,Spa Package,13.0
3170,0.5571346089449236,0.9516818255717088,0.8662277174163596,0.5891920470291835,Family,Mid-range,4,Cloudy,42,Music Festival,2,0,4.0,52,0.5459355508196692,0.4165163152556709,63,Adventure Trek,26.0
3171,0.1277926153811502,0.1143879975796123,0.0200908334376462,0.849146079630956,Solo,Mid-range,1,Cloudy,20,Sports Event,47,0,3.5,95,0.53813487869739,0.8727950098390902,49,City Tour,26.0
3172,0.8307459429755659,0.0057286520254238,0.0862183045808477,0.7260254979600707,Couple,Mid-range,3,Rainy,25,Wellness Expo,25,0,3.8,68,0.1095587833920472,0.25242873328244,10,Cultural Museum Visit,37.0
3173,0.57470757149892,0.5476585715485496,0.5846573027310351,0.1087398597122776,Business,Budget,9,Rainy,90,Music Festival,69,0,4.2,59,0.2047808908085084,0.951716464569874,43,Indoor Wellness Retreat,14.0
3174,0.3590966607542608,0.5475535108275745,0.4507718017392441,0.5851331360818511,Couple,Budget,3,Rainy,17,Food Carnival,26,0,4.8,68,0.895543450768804,0.201609980467985,88,City Tour,25.0
3175,0.4311106952179523,0.8675443313900295,0.2354888480720115,0.1379186513310804,Solo,Budget,13,Cloudy,92,Sports Event,80,1,5.0,28,0.1995169550523525,0.9170477745593896,4,Spa Package,28.0
3176,0.2116407691799379,0.0831515894145351,0.7776463377716434,0.6820263518618582,Couple,Budget,1,Rainy,15,Sports Event,33,0,4.8,20,0.9588028481533408,0.8900593510871356,44,Indoor Wellness Retreat,37.0
3177,0.3725941385993313,0.6764990202645657,0.6844106316544752,0.5382322997546818,Business,Mid-range,11,Sunny,91,Food Carnival,91,1,4.5,69,0.6926552931496317,0.3677826729451279,40,Adventure Trek,23.0
