guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
2647,0.5011957893223242,0.9720265274988842,0.08783467985524551,0.9180951127549787,Family,Luxury,10,Cloudy,,2,Food Carnival,95,1,4.9,35,0.8372279076475512,0.3119761082961502,86,Indoor Wellness Retreat,33.0
2648,0.2708605955692386,0.4805750383530514,0.7006653813783421,0.005169703360179634,Family,Mid-range,2,Sunny,,93,Food Carnival,52,0,3.8,19,0.6963052355793048,0.6314419816633426,91,Indoor Wellness Retreat,12.0
2649,0.37452664112476475,0.8832753519930865,0.22539998743818046,0.6617115342420316,Family,Luxury,3,Rainy,,54,Sports Event,94,0,4.9,33,0.48299211797807173,0.2202074186429075,52,Spa Package,37.0
2650,0.2870176777492698,0.15223442349962413,0.5958704777390353,0.9915776087190845,Family,Luxury,7,Snowy,,20,Cultural Fair,8,0,4.2,37,0.47135996546869174,0.30062218719760314,15,Food Experience,28.0
2651,0.5628206852869829,0.9010940122244695,0.822157866555602,0.0350922501428117,Solo,Mid-range,10,Snowy,,23,Cultural Fair,30,0,3.6,65,0.18981922760176106,0.8644766655593504,42,Spa Package,37.0
2652,0.24950826049404984,0.8310625026316909,0.39982709445130904,0.8592206814411284,Solo,Mid-range,9,Snowy,,72,Cultural Fair,53,1,4.6,83,0.6803134251737726,0.04354351950817448,4,Cultural Museum Visit,17.0
2653,0.7540487977142097,0.6553059780373075,0.44021447067007746,0.5079565773380319,Family,Budget,1,Rainy,,81,Cultural Fair,16,0,4.1,63,0.1456320125877334,0.4932288748978674,65,Adventure Trek,37.0
2654,0.6240563445994947,0.8865011427307109,0.9041353857325437,0.033815718621866275,Couple,Mid-range,11,Rainy,,56,Wellness Expo,7,0,4.9,59,0.1884365607383346,0.9139165536066045,84,City Tour,26.0
2655,0.9146462777553356,0.13148932083226905,0.8615236971286913,0.017103618865942583,Family,Mid-range,3,Rainy,,65,Wellness Expo,94,1,5.0,99,0.6006586603686994,0.6856759092554588,98,Cultural Museum Visit,21.0
2656,0.6801224383067359,0.9386572444058973,0.4542918609581259,0.31017090331872077,Family,Luxury,12,Sunny,,93,Wellness Expo,53,0,4.4,83,0.3487235940792902,0.7600231517640597,23,Spa Package,23.0
2657,0.008718246795175855,0.2228958186210871,0.2577080172281594,0.06609898657360758,Couple,Budget,4,Cloudy,,8,Sports Event,62,0,3.9,55,0.39385597317712817,0.47430813083388357,83,Food Experience,32.0
2658,0.18298904952605155,0.46641025508235934,0.037367307845918574,0.7017519928358436,Family,Luxury,13,Sunny,,63,Sports Event,68,1,4.7,73,0.6866036463418659,0.6329548780832501,27,Adventure Trek,22.0
2659,0.14724903028674974,0.936890142651425,0.40928838281449653,0.18747029133081416,Couple,Mid-range,8,Sunny,,67,Cultural Fair,27,0,4.0,42,0.8558432674180738,0.38644746499929483,34,Adventure Trek,37.0
2660,0.4928433391923335,0.2974695503287694,0.41329379593714055,0.030863908130748907,Business,Mid-range,11,Cloudy,,13,Cultural Fair,65,1,4.2,50,0.7114981269320295,0.6560139818977984,27,Food Experience,33.0
2661,0.8711443251849782,0.8649629759251438,0.020720064856245335,0.5633912486082756,Family,Budget,11,Rainy,,20,Music Festival,29,1,3.9,30,0.8577475910149354,0.544457412807965,26,Adventure Trek,33.0
2662,0.7827641319658349,0.599308876063025,0.11400006265155394,0.188351703034233,Couple,Mid-range,1,Sunny,,63,Food Carnival,35,1,3.6,11,0.8020309220372251,0.6169457322885158,96,Spa Package,38.0
2663,0.24708599655098118,0.1175152862523795,0.7030926687705109,0.6911929489626552,Couple,Mid-range,8,Sunny,,93,Sports Event,96,1,4.1,24,0.016263285748078782,0.9989741161125236,91,Spa Package,36.0
2664,0.6362387409938158,0.5927209992372109,0.5028642496814222,0.7222913474506312,Solo,Luxury,14,Sunny,,61,Music Festival,31,1,4.2,69,0.7532498712050564,0.15295720991491435,59,Spa Package,30.0
2665,0.703634702158788,0.43208494672292197,0.6302652162071727,0.021218046256460954,Solo,Budget,1,Sunny,,49,Wellness Expo,32,1,4.0,38,0.1722758151665017,0.6727273716738906,70,Adventure Trek,13.0
2666,0.6319912350508744,0.42516255351062227,0.0951929696222531,0.7466621882061868,Business,Luxury,7,Rainy,,57,Cultural Fair,89,0,4.7,99,0.7603854800391893,0.6322391129021352,79,Food Experience,16.0
2667,0.2990976473860293,0.8452006245389008,0.47101412696670975,0.4203212447562943,Family,Luxury,2,Rainy,,67,Cultural Fair,89,0,3.7,28,0.522628357482843,0.9664229601543144,14,Spa Package,25.0
2668,0.2488439266332304,0.34882256044005544,0.5212182015983978,0.05723320971745227,Solo,Luxury,5,Cloudy,,96,Cultural Fair,84,1,4.3,87,0.09099487044119248,0.3427849968118797,9,Food Experience,11.0
2669,0.2172058554986166,0.35962616559067895,0.8044538959684829,0.47877648325071587,Family,Mid-range,1,Cloudy,,69,Music Festival,59,1,4.6,96,0.6483696433363945,0.5698631404225157,28,Indoor Wellness Retreat,30.0
2670,0.18781993037550737,0.318089652098585,0.8282369813321687,0.7643942251777982,Business,Luxury,7,Cloudy,,93,Sports Event,39,1,4.6,30,0.20759860909980865,0.302196481667811,70,Adventure Trek,29.0
2671,0.09313032454900472,0.5421072231445759,0.9751501016481229,0.5025795895904676,Business,Budget,9,Sunny,,64,Music Festival,26,1,4.9,44,0.7566522733836681,0.7641806685492848,13,Spa Package,33.0
2672,0.4304165722458516,0.7099234753913609,0.9416248016132713,0.33434702137386796,Solo,Budget,7,Rainy,,77,Music Festival,47,1,4.2,76,0.2802812410614103,0.5622383080165344,67,Adventure Trek,18.0
2673,0.6692919589527911,0.5420655220337626,0.32241977328952753,0.6803104778654219,Business,Luxury,14,Rainy,,99,Cultural Fair,9,1,4.9,34,0.1169787902358509,0.48510985106671123,48,City Tour,32.0
2674,0.7459829785654729,0.1101431036140521,0.9739213767645972,0.6821231135840093,Couple,Budget,12,Cloudy,,80,Food Carnival,2,1,4.2,19,0.18884978793764717,0.278163929153209,12,Food Experience,38.0
2675,0.6939353133090517,0.4887996671846415,0.6597972263417115,0.7718165081768509,Family,Mid-range,5,Cloudy,,43,Cultural Fair,54,1,3.9,71,0.17008421968214416,0.8619478823389525,10,Food Experience,20.0
2676,0.07670574512983153,0.12853624213148507,0.177198721523686,0.7974423911305157,Family,Mid-range,6,Snowy,,10,Wellness Expo,73,1,3.8,35,0.853770548027244,0.34462838655017747,59,City Tour,14.0
2677,0.41770868217129553,0.06415780126644965,0.020521738031638592,0.1251019813881329,Solo,Luxury,7,Snowy,,96,Sports Event,93,0,4.4,72,0.03193199336553032,0.2836430947785272,51,Indoor Wellness Retreat,15.0
2678,0.9097178092194287,0.02644985388255161,0.5773401023803422,0.04655044994523916,Business,Budget,14,Cloudy,,2,Food Carnival,1,1,4.6,41,0.8129384666867273,0.7187515381309914,91,Indoor Wellness Retreat,23.0
2679,0.37133767233870696,0.5430376429959234,0.963243628179051,0.8628891300347257,Business,Luxury,3,Cloudy,,33,Sports Event,56,0,4.1,85,0.301032452977838,0.324434909159138,98,City Tour,27.0
2680,0.873286517733374,0.5927799921444535,0.465037986857715,0.6659492888608511,Couple,Budget,2,Snowy,,35,Cultural Fair,29,0,4.5,18,0.3353040623695054,0.5842459891546246,25,Adventure Trek,33.0
2681,0.09875146627205611,0.35178496978062324,0.5337660982197918,0.8108955246054821,Family,Mid-range,3,Cloudy,,81,Cultural Fair,48,0,3.7,81,0.5941584306387854,0.5467867745460215,53,City Tour,38.0
2682,0.3992990474717726,0.8501715936632888,0.46327059839105056,0.8370893759873242,Couple,Budget,12,Snowy,,6,Cultural Fair,23,0,4.9,38,0.2582778061171477,0.009788766317834208,61,Adventure Trek,39.0
2683,0.42933931784632606,0.5644184986233994,0.48489106285034766,0.16298603101957576,Business,Mid-range,13,Sunny,,95,Wellness Expo,29,1,4.5,5,0.9734356456123889,0.06235874263731689,96,Indoor Wellness Retreat,15.0
2684,0.2652807794534008,0.0671110854654906,0.10772038169176912,0.4339082402853146,Business,Budget,11,Sunny,,9,Wellness Expo,31,1,4.0,80,0.02580956864418571,0.25905346010608965,34,Food Experience,38.0
2685,0.19268084315773992,0.17029436978252965,0.9489840206068731,0.9162396629728676,Solo,Mid-range,13,Rainy,,2,Food Carnival,23,1,4.2,66,0.902167049237466,0.6369762652644515,72,Indoor Wellness Retreat,17.0
2686,0.761400793297058,0.10383133159510427,0.35152032777921816,0.7495516810251455,Family,Mid-range,2,Snowy,,4,Cultural Fair,3,1,3.9,76,0.4317836338350681,0.007434958635800681,98,Spa Package,26.0
2687,0.6238310726774396,0.5832482580858286,0.7618189426951216,0.049107287208296824,Business,Mid-range,9,Sunny,,84,Wellness Expo,11,0,4.0,57,0.5864484517099426,0.34585279111056433,0,Food Experience,14.0
2688,0.43689450163307997,0.9205697858922559,0.10245445340605375,0.9174019381093301,Family,Luxury,5,Snowy,,23,Sports Event,82,0,4.5,63,0.7013272048898606,0.20248865100374147,99,Adventure Trek,11.0
2689,0.0683972127987802,0.11760758473002453,0.9014676294245129,0.6918251455841549,Solo,Budget,3,Rainy,,6,Cultural Fair,53,0,3.8,84,0.27244786708662316,0.612518174695834,98,Indoor Wellness Retreat,15.0
2690,0.40410543396879584,0.4866666092154329,0.06528733852034418,0.05421208511946851,Family,Budget,8,Rainy,,55,Wellness Expo,2,0,4.2,10,0.9537632665036594,0.19658378590083114,99,Spa Package,37.0
2691,0.1978988855746241,0.2382760516531427,0.2834099276251476,0.9662611480264838,Couple,Budget,8,Rainy,,72,Wellness Expo,62,1,4.9,34,0.1675614363291269,0.7977673553929864,84,City Tour,35.0
2692,0.14940594958451692,0.6283093944221628,0.5617584666334341,0.03792069409146415,Business,Mid-range,13,Snowy,,88,Music Festival,72,0,4.4,35,0.8232397095141025,0.17467700309441658,64,City Tour,25.0
2693,0.564592327130893,0.7355961725988835,0.29415945179224556,0.7096242209307713,Family,Mid-range,5,Rainy,,9,Cultural Fair,95,0,4.6,70,0.029254035979346726,0.6161367016145823,94,Food Experience,15.0
2694,0.6304012172729504,0.81179750088402,0.3154902373984668,0.29355686613897924,Family,Budget,8,Sunny,,72,Wellness Expo,52,1,4.8,67,0.4519762647341128,0.7110246225541282,62,Adventure Trek,31.0
2695,0.5873119279320415,0.2645527074267193,0.533431909863563,0.09786597505642425,Business,Luxury,11,Snowy,,19,Sports Event,38,0,3.5,93,0.4246601060549724,0.5232416173989677,52,Spa Package,20.0
2696,0.18104147958384942,0.7261820490464669,0.021134863504359558,0.23092873208212716,Solo,Budget,10,Cloudy,,35,Food Carnival,77,1,3.9,86,0.637805827288753,0.039872817373647784,20,Spa Package,13.0
2697,0.08948945676381381,0.5479434740219274,0.0607975324261697,0.5551085985393915,Couple,Luxury,5,Sunny,,81,Food Carnival,29,1,3.6,80,0.7264986555696205,0.6303882056046317,40,Spa Package,20.0
2698,0.4588492618910306,0.24787673635879903,0.9217917414755437,0.2953251595382288,Business,Luxury,5,Cloudy,,23,Sports Event,20,1,4.7,27,0.204221307698766,0.09842580175876914,7,Food Experience,30.0
2699,0.07258645181875356,0.5801019196964952,0.585624124254205,0.788356906662351,Couple,Luxury,12,Rainy,,36,Cultural Fair,93,0,4.5,67,0.006817961614022594,0.09011699672682616,2,Food Experience,35.0
2700,0.2797792086787928,0.17370387047346836,0.39356431305826756,0.7400247722195539,Solo,Luxury,3,Sunny,,12,Sports Event,31,0,3.9,80,0.7599922841062275,0.554752666838328,4,Indoor Wellness Retreat,19.0
2701,0.4074474226599669,0.9561814294441711,0.9717601360576731,0.8488124676706892,Couple,Mid-range,11,Rainy,,28,Sports Event,62,0,4.1,31,0.09671343600622728,0.6124438299743216,37,City Tour,34.0
2702,0.9043659726679454,0.11250491162123144,0.5915189854731843,0.5925591215336993,Business,Mid-range,1,Cloudy,,46,Cultural Fair,29,0,5.0,19,0.4758904218049498,0.31165135808973177,13,Food Experience,19.0
2703,0.11729271619110127,0.61496984461949,0.9001256244276654,0.09666548741521741,Couple,Mid-range,11,Sunny,,1,Cultural Fair,15,0,3.9,59,0.48256493801927536,0.9945077789623092,93,Cultural Museum Visit,37.0
2704,0.44744329949177664,0.3142587003503381,0.29591152376635943,0.5753782526129965,Solo,Mid-range,13,Cloudy,,73,Sports Event,50,0,3.6,44,0.6747356532946185,0.7006875673900015,8,Indoor Wellness Retreat,19.0
2705,0.549475753155632,0.14793362984192726,0.10691409490268389,0.4729295442387186,Business,Budget,4,Sunny,,3,Cultural Fair,59,0,4.5,52,0.11573933646948265,0.45415252223840497,8,Indoor Wellness Retreat,32.0
2706,0.32143701098267186,0.042002278805991056,0.38328930284667284,0.9403038481840105,Business,Luxury,4,Sunny,,79,Sports Event,58,0,4.4,54,0.359200571593451,0.07948370801992144,88,Food Experience,19.0
2707,0.49280743738961164,0.4507553199622111,0.551619155803196,0.25329630394254155,Business,Budget,3,Sunny,,95,Food Carnival,66,1,4.8,93,0.722070814522258,0.7640579843389707,49,City Tour,26.0
2708,0.279442663227505,0.3354460442496675,0.4196637390927076,0.6398515205170087,Family,Luxury,4,Sunny,,86,Cultural Fair,70,1,4.3,34,0.40822556660119336,0.7962516942426933,12,Indoor Wellness Retreat,38.0
2709,0.5243943782411737,0.8824503040856042,0.906867370784059,0.7649316932729779,Solo,Budget,6,Snowy,,3,Wellness Expo,27,0,3.7,15,0.12441884973307593,0.23683332702286863,90,Cultural Museum Visit,22.0
2710,0.28357236400266994,0.5215912748878663,0.8515616933789525,0.36299068835431114,Couple,Budget,13,Snowy,,17,Music Festival,99,0,3.7,6,0.15264144667038637,0.3179050626339459,71,Spa Package,29.0
2711,0.7330701335231188,0.13087760469960485,0.87731669169266,0.21467373459484373,Couple,Mid-range,4,Sunny,,28,Sports Event,65,0,4.2,57,0.18666652699534725,0.11499318653564083,57,Food Experience,25.0
2712,0.8216985210535195,0.22552692266451335,0.2734576453129849,0.42680495545354125,Solo,Luxury,3,Cloudy,,59,Food Carnival,63,1,4.1,50,0.4981479292801365,0.4383501294611494,24,Food Experience,29.0
2713,0.3940691761122934,0.9251430894749049,0.9342139719696125,0.8713378629363517,Family,Budget,9,Snowy,,12,Music Festival,9,1,5.0,94,0.3684676936473116,0.907408229627451,5,City Tour,39.0
2714,0.6112234461447191,0.10290021545140993,0.6674378375803404,0.5167200775401946,Family,Budget,2,Sunny,,96,Cultural Fair,49,1,4.9,49,0.5319035922635911,0.49260399704408964,27,Cultural Museum Visit,25.0
2715,0.7460464532251927,0.3710682501866144,0.9026835151675419,0.9094560603324539,Solo,Mid-range,14,Snowy,,34,Cultural Fair,27,0,4.9,28,0.3040368252110234,0.6364445639165404,4,Cultural Museum Visit,23.0
2716,0.49360706887757744,0.6594172088121997,0.8105527798781519,0.417647759123253,Solo,Luxury,13,Rainy,,23,Music Festival,19,1,3.9,19,0.8077585289602982,0.8943371503620996,29,City Tour,35.0
2717,0.6877006430018786,0.3266966595137768,0.37182196114732635,0.41584545676863616,Couple,Luxury,5,Sunny,,51,Cultural Fair,64,0,3.7,55,0.4821274581729862,0.05463858845036218,87,Adventure Trek,32.0
2718,0.9785408823106456,0.3951461640249714,0.8018703124808135,0.29521606858719673,Solo,Mid-range,6,Sunny,,57,Wellness Expo,91,0,4.9,16,0.7225897659000313,0.3339477325617075,71,Spa Package,38.0
2719,0.7999900637831415,0.8772625632906454,0.06148880388611622,0.871959118749153,Family,Mid-range,12,Snowy,,15,Sports Event,15,0,4.9,0,0.909703267015827,0.08827219323648139,36,Indoor Wellness Retreat,21.0
2720,0.6363307116023378,0.2605404535572211,0.5660653892202848,0.7888558701886205,Business,Luxury,5,Sunny,,63,Music Festival,4,0,4.2,86,0.44216968891727404,0.8771119430316249,94,Adventure Trek,31.0
2721,0.9326920386883424,0.9421714869532656,0.7947740706130868,0.023265651175832236,Business,Luxury,14,Cloudy,,71,Cultural Fair,84,0,4.9,75,0.20580052638283863,0.45563578879114475,76,Spa Package,11.0
2722,0.45533181186764105,0.900028871394574,0.5900754545737689,0.8136228026355976,Business,Budget,1,Cloudy,,86,Music Festival,59,0,4.6,26,0.5110631825278896,0.32398233068312254,70,Spa Package,18.0
2723,0.5373411354545526,0.4337902454481034,0.9724937897188687,0.17783651214667107,Solo,Luxury,4,Cloudy,,69,Sports Event,11,0,3.6,37,0.22336703391222756,0.8788730795285481,80,Indoor Wellness Retreat,35.0
2724,0.45678712082432826,0.5291595880152369,0.9841470817959717,0.5502023792749767,Solo,Luxury,10,Sunny,,6,Cultural Fair,24,1,4.4,9,0.3461185274862588,0.9983069134363317,46,Indoor Wellness Retreat,37.0
2725,0.4100997417601212,0.8339379827946501,0.4556067661324741,0.04594332751406449,Solo,Luxury,7,Snowy,,3,Sports Event,76,0,3.7,19,0.9215315409940582,0.5734423152808336,57,Indoor Wellness Retreat,38.0
2726,0.854546427336776,0.6259266713003494,0.7047787426784337,0.05888817950499292,Family,Luxury,6,Snowy,,17,Food Carnival,30,0,4.4,44,0.9979195471327135,0.9340615716656099,35,Spa Package,32.0
2727,0.21590982530522684,0.30805895337415323,0.7997029333961633,0.4642656310567935,Family,Budget,12,Rainy,,38,Cultural Fair,98,1,4.2,28,0.7849343955572126,0.06628085807069628,15,Cultural Museum Visit,12.0
2728,0.5439874643764981,0.1553981413006249,0.1690619693559149,0.18100373625890476,Solo,Mid-range,1,Rainy,,1,Music Festival,39,0,3.7,56,0.784623918338233,0.7316709348678272,27,Cultural Museum Visit,37.0
2729,0.9980723318077732,0.642686546515959,0.6763491676980896,0.9765717473401688,Family,Luxury,2,Snowy,,43,Sports Event,92,1,4.9,71,0.17413043387010685,0.08226773000989751,58,City Tour,35.0
2730,0.5646092579735603,0.42077428529806393,0.20706836734341827,0.46137777987065953,Business,Budget,6,Sunny,,27,Sports Event,20,1,4.6,71,0.18737802933266212,0.9384935334054866,59,Spa Package,37.0
2731,0.9200645692376972,0.7865205632103756,0.6062947625118361,0.02377963037604991,Couple,Budget,6,Rainy,,98,Food Carnival,6,1,3.8,68,0.790239779671707,0.57996748537703,82,City Tour,29.0
2732,0.5024391873370628,0.7487202474816114,0.39803770064000765,0.4639367762791964,Solo,Mid-range,2,Sunny,,12,Food Carnival,41,1,4.5,41,0.40103036296311867,0.8886163112139321,0,Cultural Museum Visit,36.0
2733,0.2812396373351319,0.9579096985046218,0.6425040843830098,0.2778313398372285,Family,Budget,2,Sunny,,45,Music Festival,30,1,4.1,96,0.44016585801817876,0.3079521990165881,53,City Tour,20.0
2734,0.9857693978471455,0.04636709970686126,0.6897530860397949,0.14241699687197085,Family,Luxury,4,Rainy,,16,Wellness Expo,2,0,4.1,10,0.15909838018183553,0.9086750401184512,48,Adventure Trek,20.0
2735,0.016541111258535857,0.6227629248010297,0.2697215047230407,0.3683734406170516,Couple,Luxury,13,Snowy,,31,Wellness Expo,21,0,3.6,12,0.727702216658727,0.5041031432841634,19,Spa Package,35.0
2736,0.8105239769727343,0.8974912050080055,0.9985954579175055,0.005300207908659149,Family,Budget,7,Cloudy,,14,Sports Event,62,0,4.7,19,0.591755106285234,0.2552086675110138,97,City Tour,24.0
2737,0.2106210710387152,0.9030509108512735,0.4425620899860109,0.015777780539111164,Family,Mid-range,12,Sunny,,23,Food Carnival,65,1,4.9,6,0.9309652775179169,0.13750953343972794,28,Adventure Trek,10.0
2738,0.2440919119182542,0.4546945757065116,0.8109404508696476,0.8656057272693711,Couple,Budget,6,Snowy,,97,Music Festival,5,0,4.8,76,0.7676716668763877,0.10772544683810326,74,City Tour,25.0
2739,0.21029351354074488,0.07506593072238643,0.6998932699915728,0.1410645557397393,Business,Mid-range,4,Cloudy,,49,Food Carnival,47,0,4.2,13,0.523054504265874,0.9325412780010897,66,Indoor Wellness Retreat,29.0
2740,0.7200314687654507,0.6320209061556213,0.5271491008569088,0.9417250789632141,Couple,Mid-range,5,Rainy,,4,Sports Event,43,0,3.6,39,0.7474261255324068,0.02919649863205187,1,Indoor Wellness Retreat,22.0
2741,0.5853603811009013,0.5913839854234971,0.74779757445177,0.7817966134575789,Family,Mid-range,4,Snowy,,54,Sports Event,74,1,4.7,58,0.23762471349033643,0.3002278167153787,93,City Tour,18.0
2742,0.31618539526767664,0.5557430819575003,0.005723979638088572,0.8143599542926461,Family,Luxury,6,Rainy,,83,Wellness Expo,70,0,4.4,41,0.7041273936615822,0.9477256450134481,74,City Tour,19.0
2743,0.41457959670586664,0.8945479482944482,0.857228136608051,0.7318681736122042,Family,Mid-range,4,Snowy,,59,Music Festival,89,0,4.2,41,0.4147009441689721,0.3344465297845237,69,Food Experience,31.0
2744,0.6848950659562436,0.5051241730802662,0.9487969552678761,0.7515219857488953,Solo,Budget,9,Cloudy,,40,Food Carnival,34,1,3.7,37,0.08577821008788944,0.9827689525421363,65,Indoor Wellness Retreat,10.0
